Area: 1218, x: [98292, 50082], y: [98292, 51299]
Area: 3354416370, x: [95849, 38021], y: [10561, 77350]
Area: 3262730695, x: [95849, 38021], y: [10561, 76275]
Area: 3284842085, x: [95849, 38021], y: [9983, 76275]
Area: 3212026869, x: [95849, 38021], y: [9983, 75427]
Area: 3246965007, x: [95849, 38021], y: [9049, 75427]
Area: 3167976097, x: [95849, 38021], y: [9049, 74517]
Area: 3199436511, x: [95849, 38021], y: [8187, 74517]
Area: 3084597981, x: [95849, 38021], y: [8187, 73207]
Area: 3090474210, x: [95849, 38021], y: [8020, 73207]
Area: 2983321610, x: [95849, 38021], y: [8020, 71987]
Area: 2993138073, x: [95849, 38021], y: [7731, 71987]
Area: 2929339917, x: [95849, 38021], y: [7731, 71263]
Area: 2971458798, x: [95849, 38021], y: [6464, 71263]
Area: 2867055950, x: [95849, 38021], y: [6464, 70095]
Area: 2879821800, x: [95849, 38021], y: [6066, 70095]
Area: 2773966464, x: [95849, 38021], y: [6066, 68916]
Area: 2784934544, x: [95849, 38021], y: [5711, 68916]
Area: 2677759273, x: [95849, 38021], y: [5711, 67727]
Area: 2687027857, x: [95849, 38021], y: [5399, 67727]
Area: 2593320621, x: [95849, 38021], y: [5399, 66691]
Area: 2613533676, x: [95849, 38021], y: [4694, 66691]
Area: 2486553368, x: [95849, 38021], y: [4694, 65298]
Area: 2478424524, x: [95849, 38021], y: [4992, 65298]
Area: 2380752174, x: [95849, 38021], y: [4992, 64223]
Area: 2396395365, x: [95849, 38021], y: [4395, 64223]
Area: 2285277540, x: [95849, 38021], y: [4395, 63008]
Area: 2289075716, x: [95849, 38021], y: [4243, 63008]
Area: 2186384269, x: [95849, 38021], y: [4243, 61887]
Area: 2197864296, x: [95849, 38021], y: [3762, 61887]
Area: 2098685520, x: [95849, 38021], y: [3762, 60810]
Area: 2114934790, x: [95849, 38021], y: [3049, 60810]
Area: 2005151207, x: [95849, 38021], y: [3049, 59627]
Area: 2011719735, x: [95849, 38021], y: [2745, 59627]
Area: 1902228255, x: [95849, 38021], y: [2745, 58451]
Area: 1909746863, x: [95849, 38021], y: [2377, 58451]
Area: 1795803276, x: [95849, 38021], y: [2377, 57232]
Area: 1798339260, x: [95849, 38021], y: [2245, 57232]
Area: 1682830690, x: [95849, 38021], y: [2245, 55998]
Area: 1682650910, x: [95849, 38021], y: [2255, 55998]
Area: 1569400960, x: [95849, 38021], y: [2255, 54788]
Area: 1571949696, x: [95849, 38021], y: [2103, 54788]
Area: 1460484513, x: [95849, 38021], y: [2103, 53599]
Area: 1345438710, x: [95849, 38021], y: [1980, 52353]
Area: 1229884740, x: [95849, 38021], y: [1980, 51122]
Area: 1223281332, x: [95849, 38021], y: [2484, 51122]
Area: 1125620496, x: [95849, 38021], y: [2484, 50076]
Area: 14985608, x: [95849, 38021], y: [94607, 50076]
Area: 13291399, x: [95849, 38021], y: [94607, 48713]
Area: 999057683, x: [95849, 38021], y: [2419, 48713]
Area: 885912742, x: [95849, 38021], y: [2419, 47502]
Area: 886405806, x: [95849, 38021], y: [2367, 47502]
Area: 774506655, x: [95849, 38021], y: [2367, 46305]
Area: 772940790, x: [95849, 38021], y: [2556, 46305]
Area: 657629406, x: [95849, 38021], y: [2556, 45069]
Area: 659300019, x: [95849, 38021], y: [2319, 45069]
Area: 546969288, x: [95849, 38021], y: [2319, 43868]
Area: 545893256, x: [95849, 38021], y: [2503, 43868]
Area: 427902648, x: [95849, 38021], y: [2503, 42604]
Area: 428966136, x: [95849, 38021], y: [2271, 42604]
Area: 314238282, x: [95849, 38021], y: [2271, 41378]
Area: 313919272, x: [95849, 38021], y: [2366, 41378]
Area: 207814932, x: [95849, 38021], y: [2366, 40243]
Area: 206556714, x: [95849, 38021], y: [2932, 40243]
Area: 105740684, x: [95849, 38021], y: [2932, 39158]
Area: 104938394, x: [95849, 38021], y: [3637, 39158]
Area: 2674177, x: [95849, 38021], y: [3637, 37993]
Area: 2665042, x: [95849, 38021], y: [3952, 37993]
Area: 121489156, x: [95849, 38021], y: [3952, 36700]
Area: 121667626, x: [95849, 38021], y: [3817, 36700]
Area: 231923160, x: [95849, 38021], y: [3817, 35502]
Area: 231293160, x: [95849, 38021], y: [4067, 35502]
Area: 331979111, x: [95849, 38021], y: [4067, 34405]
Area: 329949974, x: [95849, 38021], y: [4628, 34405]
Area: 436862158, x: [95849, 38021], y: [4628, 33233]
Area: 435248265, x: [95849, 38021], y: [4965, 33233]
Area: 527405655, x: [95849, 38021], y: [4965, 32219]
Area: 523105632, x: [95849, 38021], y: [5706, 32219]
Area: 636056064, x: [95849, 38021], y: [5706, 30966]
Area: 635018832, x: [95849, 38021], y: [5853, 30966]
Area: 716646111, x: [95849, 38021], y: [5853, 30059]
Area: 709137002, x: [95849, 38021], y: [6796, 30059]
Area: 824461932, x: [95849, 38021], y: [6796, 28764]
Area: 823545390, x: [95849, 38021], y: [6895, 28764]
Area: 931091985, x: [95849, 38021], y: [6895, 27555]
Area: 927794880, x: [95849, 38021], y: [7210, 27555]
Area: 1019094080, x: [95849, 38021], y: [7210, 26525]
Area: 1011425581, x: [95849, 38021], y: [7877, 26525]
Area: 1074590195, x: [95849, 38021], y: [7877, 25807]
Area: 1060115420, x: [95849, 38021], y: [9062, 25807]
Area: 1180837528, x: [95849, 38021], y: [9062, 24416]
Area: 1180170834, x: [95849, 38021], y: [9111, 24416]
Area: 1276884819, x: [95849, 38021], y: [9111, 23301]
Area: 1269112131, x: [95849, 38021], y: [9639, 23301]
Area: 1338598197, x: [95849, 38021], y: [9639, 22495]
Area: 1323257521, x: [95849, 38021], y: [10627, 22495]
Area: 1429530602, x: [95849, 38021], y: [10627, 21248]
Area: 1423525510, x: [95849, 38021], y: [10985, 21248]
Area: 1490568860, x: [95849, 38021], y: [10985, 20458]
Area: 1473285884, x: [95849, 38021], y: [11969, 20458]
Area: 1524285532, x: [95849, 38021], y: [11969, 19850]
Area: 1502769884, x: [95849, 38021], y: [13153, 19850]
Area: 1612178015, x: [95849, 38021], y: [13153, 18527]
Area: 1606095575, x: [95849, 38021], y: [13465, 18527]
Area: 1667637170, x: [95849, 38021], y: [13465, 17780]
Area: 1647496380, x: [95849, 38021], y: [14460, 17780]
Area: 1732467540, x: [95849, 38021], y: [14460, 16736]
Area: 1718312350, x: [95849, 38021], y: [15125, 16736]
Area: 1768604025, x: [95849, 38021], y: [15125, 16113]
Area: 1744416489, x: [95849, 38021], y: [16229, 16113]
Area: 1803176787, x: [95849, 38021], y: [16229, 15375]
Area: 1781231844, x: [95849, 38021], y: [17198, 15375]
Area: 1884108660, x: [95849, 38021], y: [17198, 14067]
Area: 1873376820, x: [95849, 38021], y: [17646, 14067]
Area: 1940866872, x: [95849, 38021], y: [17646, 13204]
Area: 1919175940, x: [95849, 38021], y: [18520, 13204]
Area: 1953046480, x: [95849, 38021], y: [18520, 12766]
Area: 1922107880, x: [95849, 38021], y: [19745, 12766]
Area: 2002779180, x: [95849, 38021], y: [19745, 11706]
Area: 1983884292, x: [95849, 38021], y: [20463, 11706]
Area: 2001223302, x: [95849, 38021], y: [20463, 11476]
Area: 1965412748, x: [95849, 38021], y: [21812, 11476]
Area: 2052037208, x: [95849, 38021], y: [21812, 10306]
Area: 2033744648, x: [95849, 38021], y: [22472, 10306]
Area: 2070947294, x: [95849, 38021], y: [22472, 9799]
Area: 2039027081, x: [95849, 38021], y: [23603, 9799]
Area: 2062001627, x: [95849, 38021], y: [23603, 9481]
Area: 2026696410, x: [95849, 38021], y: [24840, 9481]
Area: 2089682280, x: [95849, 38021], y: [24840, 8594]
Area: 2063756212, x: [95849, 38021], y: [25721, 8594]
Area: 2082901429, x: [95849, 38021], y: [25721, 8321]
Area: 2046131591, x: [95849, 38021], y: [26959, 8321]
Area: 2116055956, x: [95849, 38021], y: [26959, 7306]
Area: 2090500244, x: [95849, 38021], y: [27791, 7306]
Area: 2136372010, x: [95849, 38021], y: [27791, 6632]
Area: 2104134480, x: [95849, 38021], y: [28818, 6632]
Area: 2127126456, x: [95849, 38021], y: [28818, 6289]
Area: 2089427652, x: [95849, 38021], y: [30006, 6289]
Area: 2124785880, x: [95849, 38021], y: [30006, 5752]
Area: 2089450230, x: [95849, 38021], y: [31101, 5752]
Area: 2098256094, x: [95849, 38021], y: [31101, 5616]
Area: 2057521752, x: [95849, 38021], y: [32358, 5616]
Area: 2106918528, x: [95849, 38021], y: [32358, 4838]
Area: 2073634976, x: [95849, 38021], y: [33361, 4838]
Area: 2105629344, x: [95849, 38021], y: [33361, 4326]
Area: 2068092000, x: [95849, 38021], y: [34475, 4326]
Area: 2062691000, x: [95849, 38021], y: [34475, 4414]
Area: 2018765344, x: [95849, 38021], y: [35782, 4414]
Area: 2073967836, x: [95849, 38021], y: [35782, 3495]
Area: 2039544417, x: [95849, 38021], y: [36779, 3495]
Area: 2046751079, x: [95849, 38021], y: [36779, 3373]
Area: 2004028862, x: [95849, 38021], y: [38012, 3373]
Area: 2036302466, x: [95849, 38021], y: [38012, 2815]
Area: 1996765005, x: [95849, 38021], y: [39135, 2815]
Area: 1961318130, x: [95849, 38021], y: [39135, 3440]
Area: 1913629552, x: [95849, 38021], y: [40514, 3440]
Area: 1954080168, x: [95849, 38021], y: [40514, 2709]
Area: 1915483059, x: [95849, 38021], y: [41607, 2709]
Area: 1909570572, x: [95849, 38021], y: [41607, 2818]
Area: 1865671184, x: [95849, 38021], y: [42854, 2818]
Area: 1913155600, x: [95849, 38021], y: [42854, 1922]
Area: 1873229000, x: [95849, 38021], y: [43960, 1922]
Area: 1875200820, x: [95849, 38021], y: [43960, 1884]
Area: 1830787218, x: [95849, 38021], y: [45189, 1884]
Area: 1817919324, x: [95849, 38021], y: [45189, 2138]
Area: 1773136092, x: [95849, 38021], y: [46437, 2138]
Area: 1766910054, x: [95849, 38021], y: [46437, 2264]
Area: 1723178020, x: [95849, 38021], y: [47660, 2264]
Area: 1738020540, x: [95849, 38021], y: [47660, 1956]
Area: 1694597076, x: [95849, 38021], y: [48864, 1956]
Area: 1712310798, x: [95849, 38021], y: [48864, 1579]
Area: 1667923224, x: [95849, 38021], y: [50082, 1579]
Area: 1650668688, x: [95849, 38021], y: [50082, 1956]
Area: 1606776366, x: [95849, 38021], y: [51299, 1956]
Area: 1619562503, x: [95849, 38021], y: [51299, 1669]
Area: 1574702901, x: [95849, 38021], y: [52533, 1669]
Area: 1575266022, x: [95849, 38021], y: [52533, 1656]
Area: 1530499476, x: [95849, 38021], y: [53764, 1656]
Area: 1501333878, x: [95849, 38021], y: [53764, 2349]
Area: 1459846179, x: [95849, 38021], y: [54927, 2349]
Area: 1466230167, x: [95849, 38021], y: [54927, 2193]
Area: 1421658891, x: [95849, 38021], y: [56171, 2193]
Area: 1387971420, x: [95849, 38021], y: [56171, 3042]
Area: 1349353500, x: [95849, 38021], y: [57275, 3042]
Area: 1357840000, x: [95849, 38021], y: [57275, 2822]
Area: 1313382400, x: [95849, 38021], y: [58538, 2822]
Area: 1312039168, x: [95849, 38021], y: [58538, 2858]
Area: 1268681956, x: [95849, 38021], y: [59771, 2858]
Area: 1258002572, x: [95849, 38021], y: [59771, 3154]
Area: 1216753728, x: [95849, 38021], y: [60954, 3154]
Area: 1188871824, x: [95849, 38021], y: [60954, 3953]
Area: 1153031236, x: [95849, 38021], y: [62006, 3953]
Area: 1150289872, x: [95849, 38021], y: [62006, 4034]
Area: 1108450644, x: [95849, 38021], y: [63237, 4034]
Area: 1095796800, x: [95849, 38021], y: [63237, 4422]
Area: 1057224000, x: [95849, 38021], y: [64385, 4422]
Area: 1055682215, x: [95849, 38021], y: [64385, 4471]
Area: 1013273751, x: [95849, 38021], y: [65649, 4471]
Area: 995696769, x: [95849, 38021], y: [65649, 5053]
Area: 959958373, x: [95849, 38021], y: [66733, 5053]
Area: 949214200, x: [95849, 38021], y: [66733, 5422]
Area: 911365600, x: [95849, 38021], y: [67894, 5422]
Area: 900798232, x: [95849, 38021], y: [67894, 5800]
Area: 863356268, x: [95849, 38021], y: [69056, 5800]
Area: 849610946, x: [95849, 38021], y: [69056, 6313]
Area: 814540792, x: [95849, 38021], y: [70162, 6313]
Area: 798203224, x: [95849, 38021], y: [70162, 6949]
Area: 765700866, x: [95849, 38021], y: [71208, 6949]
Area: 757519722, x: [95849, 38021], y: [71208, 7281]
Area: 720692004, x: [95849, 38021], y: [72406, 7281]
Area: 701069376, x: [95849, 38021], y: [72406, 8118]
Area: 673168944, x: [95849, 38021], y: [73339, 8118]
Area: 656060584, x: [95849, 38021], y: [73339, 8878]
Area: 628024056, x: [95849, 38021], y: [74301, 8878]
Area: 623024688, x: [95849, 38021], y: [74301, 9110]
Area: 585959504, x: [95849, 38021], y: [75583, 9110]
Area: 572785954, x: [95849, 38021], y: [75583, 9760]
Area: 543534784, x: [95849, 38021], y: [76618, 9760]
Area: 528495360, x: [95849, 38021], y: [76618, 10542]
Area: 502554240, x: [95849, 38021], y: [77562, 10542]
Area: 485784144, x: [95849, 38021], y: [77562, 11459]
Area: 463471224, x: [95849, 38021], y: [78402, 11459]
Area: 456840984, x: [95849, 38021], y: [78402, 11839]
Area: 424374064, x: [95849, 38021], y: [79642, 11839]
Area: 412185648, x: [95849, 38021], y: [79642, 12591]
Area: 387593871, x: [95849, 38021], y: [80609, 12591]
Area: 368146355, x: [95849, 38021], y: [80609, 13867]
Area: 355658220, x: [95849, 38021], y: [81126, 13867]
Area: 349591932, x: [95849, 38021], y: [81126, 14279]
Area: 319770724, x: [95849, 38021], y: [82382, 14279]
Area: 305346496, x: [95849, 38021], y: [82382, 15350]
Area: 290224272, x: [95849, 38021], y: [83049, 15350]
Area: 282671682, x: [95849, 38021], y: [83049, 15940]
Area: 257785268, x: [95849, 38021], y: [84176, 15940]
Area: 246928448, x: [95849, 38021], y: [84176, 16870]
Area: 230112608, x: [95849, 38021], y: [84971, 16870]
Area: 219103060, x: [95849, 38021], y: [84971, 17882]
Area: 205005060, x: [95849, 38021], y: [85671, 17882]
Area: 197330094, x: [95849, 38021], y: [85671, 18636]
Area: 178157340, x: [95849, 38021], y: [86660, 18636]
Area: 169996620, x: [95849, 38021], y: [86660, 19524]
Area: 154365810, x: [95849, 38021], y: [87505, 19524]
Area: 143367100, x: [95849, 38021], y: [87505, 20842]
Area: 138281820, x: [95849, 38021], y: [87801, 20842]
Area: 133355832, x: [95849, 38021], y: [87801, 21454]
Area: 113275416, x: [95849, 38021], y: [89013, 21454]
Area: 105207756, x: [95849, 38021], y: [89013, 22634]
Area: 98344708, x: [95849, 38021], y: [89459, 22634]
Area: 90151446, x: [95849, 38021], y: [89459, 23916]
Area: 86413356, x: [95849, 38021], y: [89724, 23916]
Area: 81763722, x: [95849, 38021], y: [89724, 24675]
Area: 67629249, x: [95849, 38021], y: [90783, 24675]
Area: 61569117, x: [95849, 38021], y: [90783, 25871]
Area: 57121851, x: [95849, 38021], y: [91149, 25871]
Area: 52453758, x: [95849, 38021], y: [91149, 26864]
Area: 44632000, x: [95849, 38021], y: [91850, 26864]
Area: 41100000, x: [95849, 38021], y: [91850, 27747]
Area: 31575075, x: [95849, 38021], y: [92777, 27747]
Area: 27454182, x: [95849, 38021], y: [92777, 29088]
Area: 27114690, x: [95849, 38021], y: [92815, 29088]
Area: 24817195, x: [95849, 38021], y: [92815, 29845]
Area: 14620476, x: [95849, 38021], y: [94062, 29845]
Area: 12519576, x: [95849, 38021], y: [94062, 31020]
Area: 9900828, x: [95849, 38021], y: [94436, 31020]
Area: 8138984, x: [95849, 38021], y: [94436, 32266]
Area: 7102904, x: [95849, 38021], y: [94616, 32266]
Area: 5578914, x: [95849, 38021], y: [94616, 33501]
Area: 4828428, x: [95849, 38021], y: [94782, 33501]
Area: 3762564, x: [95849, 38021], y: [94782, 34499]
Area: 877227, x: [95849, 38021], y: [95601, 34499]
Area: 561495, x: [95849, 38021], y: [95601, 35767]
Area: 487080, x: [95849, 38021], y: [95634, 35767]
Area: 228312, x: [95849, 38021], y: [95634, 36965]
Area: 847020, x: [95849, 38021], y: [96591, 39160]
Area: 1398780, x: [95849, 38021], y: [97075, 39160]
Area: 2995107, x: [95849, 38021], y: [97075, 40461]
Area: 2372652, x: [95849, 38021], y: [96820, 40461]
Area: 3473928, x: [95849, 38021], y: [96820, 41594]
Area: 5411036, x: [95849, 38021], y: [97362, 41594]
Area: 7177874, x: [95849, 38021], y: [97362, 42761]
Area: 9244950, x: [95849, 38021], y: [97798, 42761]
Area: 11779950, x: [95849, 38021], y: [97798, 44061]
Area: 8614466, x: [95849, 38021], y: [97274, 44061]
Area: 10339926, x: [95849, 38021], y: [97274, 45271]
Area: 10542954, x: [95849, 38021], y: [97302, 45271]
Area: 12244134, x: [95849, 38021], y: [97302, 46441]
Area: 16488318, x: [95849, 38021], y: [97806, 46441]
Area: 18880994, x: [95849, 38021], y: [97806, 47663]
Area: 17694905, x: [95849, 38021], y: [97683, 47663]
Area: 19917090, x: [95849, 38021], y: [97683, 48874]
Area: 19146456, x: [95849, 38021], y: [97612, 48874]
Area: 21277368, x: [95849, 38021], y: [97612, 50082]
Area: 20529524, x: [96591, 38021], y: [98292, 50082]
Area: 22600858, x: [96591, 38021], y: [98292, 51299]
Area: 19267829, x: [96591, 38021], y: [98041, 51299]
Area: 21027892, x: [96591, 38021], y: [98041, 52512]
Area: 19462756, x: [96591, 38021], y: [97933, 52512]
Area: 21097187, x: [96591, 38021], y: [97933, 53729]
Area: 20437409, x: [96591, 38021], y: [97891, 53729]
Area: 22036338, x: [96591, 38021], y: [97891, 54958]
Area: 23001804, x: [96591, 38021], y: [97948, 54958]
Area: 24583874, x: [96591, 38021], y: [97948, 56123]
Area: 15333241, x: [96591, 38021], y: [97437, 56123]
Area: 16371663, x: [96591, 38021], y: [97437, 57349]
Area: 16313676, x: [96591, 38021], y: [97434, 57349]
Area: 17390620, x: [96591, 38021], y: [97434, 58625]
Area: 22006140, x: [96591, 38021], y: [97658, 58625]
Area: 23277060, x: [96591, 38021], y: [97658, 59815]
Area: 16651380, x: [96591, 38021], y: [97354, 59815]
Area: 17562068, x: [96591, 38021], y: [97354, 61007]
Area: 10987786, x: [96591, 38021], y: [97068, 61007]
Area: 11514542, x: [96591, 38021], y: [97068, 62109]
Area: 3565172, x: [96591, 38021], y: [96444, 62109]
Area: 3732116, x: [96591, 38021], y: [96444, 63237]
Area: 15760625, x: [96591, 38021], y: [95967, 63237]
Area: 16501250, x: [96591, 38021], y: [95967, 64422]
Area: 23656192, x: [96591, 38021], y: [95696, 64422]
Area: 24820992, x: [96591, 38021], y: [95696, 65722]
Area: 23546700, x: [96591, 38021], y: [95742, 65722]
Area: 24557350, x: [96591, 38021], y: [95742, 66911]
Area: 33744688, x: [96591, 38021], y: [95424, 66911]
Area: 34701280, x: [96591, 38021], y: [95424, 67730]
Area: 71987330, x: [96591, 38021], y: [94169, 67730]
Area: 75374684, x: [96591, 38021], y: [94169, 69128]
Area: 69246408, x: [96591, 38021], y: [94366, 69128]
Area: 71243130, x: [96591, 38021], y: [94366, 70025]
Area: 102512015, x: [96591, 38021], y: [93389, 70025]
Area: 106717554, x: [96591, 38021], y: [93389, 71338]
Area: 109216404, x: [96591, 38021], y: [93314, 71338]
Area: 111724074, x: [96591, 38021], y: [93314, 72103]
Area: 151771599, x: [96591, 38021], y: [92139, 72103]
Area: 157043951, x: [96591, 38021], y: [92139, 73287]
Area: 169457935, x: [96591, 38021], y: [91787, 73287]
Area: 175353670, x: [96591, 38021], y: [91787, 74514]
Area: 186520834, x: [96591, 38021], y: [91481, 74514]
Area: 191161622, x: [96591, 38021], y: [91481, 75422]
Area: 222915920, x: [96591, 38021], y: [90632, 75422]
Area: 230556640, x: [96591, 38021], y: [90632, 76704]
Area: 240769216, x: [96591, 38021], y: [90368, 76704]
Area: 246146752, x: [96591, 38021], y: [90368, 77568]
Area: 281898144, x: [96591, 38021], y: [89464, 77568]
Area: 288420264, x: [96591, 38021], y: [89464, 78483]
Area: 321357146, x: [96591, 38021], y: [88650, 78483]
Area: 327337472, x: [96591, 38021], y: [88650, 79236]
Area: 369089280, x: [96591, 38021], y: [87637, 79236]
Area: 381796425, x: [96591, 38021], y: [87637, 80655]
Area: 389129645, x: [96591, 38021], y: [87465, 80655]
Area: 393328065, x: [96591, 38021], y: [87465, 81115]
Area: 451333935, x: [96591, 38021], y: [86119, 81115]
Area: 466582623, x: [96591, 38021], y: [86119, 82571]
Area: 475091864, x: [96591, 38021], y: [85928, 82571]
Area: 482215416, x: [96591, 38021], y: [85928, 83239]
Area: 531051936, x: [96591, 38021], y: [84848, 83239]
Area: 544064288, x: [96591, 38021], y: [84848, 84347]
Area: 572648047, x: [96591, 38021], y: [84231, 84347]
Area: 577283422, x: [96591, 38021], y: [84231, 84722]
Area: 639770698, x: [96591, 38021], y: [82893, 84722]
Area: 653086126, x: [96591, 38021], y: [82893, 85694]
Area: 689079996, x: [96591, 38021], y: [82138, 85694]
Area: 696610530, x: [96591, 38021], y: [82138, 86215]
Area: 752323950, x: [96591, 38021], y: [80982, 86215]
Area: 764936830, x: [96591, 38021], y: [80982, 87023]
Area: 808990527, x: [96591, 38021], y: [80083, 87023]
Area: 823039686, x: [96591, 38021], y: [80083, 87874]
Area: 866412666, x: [96591, 38021], y: [79213, 87874]
Area: 883565739, x: [96591, 38021], y: [79213, 88861]
Area: 923170878, x: [96591, 38021], y: [78434, 88861]
Area: 934592260, x: [96591, 38021], y: [78434, 89490]
Area: 988532820, x: [96591, 38021], y: [77386, 89490]
Area: 999000090, x: [96591, 38021], y: [77386, 90035]
Area: 1056112560, x: [96591, 38021], y: [76288, 90035]
Area: 1068782256, x: [96591, 38021], y: [76288, 90659]
Area: 1123579455, x: [96591, 38021], y: [75247, 90659]
Area: 1148659830, x: [96591, 38021], y: [75247, 91834]
Area: 1187244468, x: [96591, 38021], y: [74530, 91834]
Area: 1183471866, x: [96591, 38021], y: [74530, 91663]
Area: 1263829080, x: [96591, 38021], y: [73032, 91663]
Area: 1289886440, x: [96591, 38021], y: [73032, 92769]
Area: 1332864405, x: [96591, 38021], y: [72247, 92769]
Area: 1341628605, x: [96591, 38021], y: [72247, 93129]
Area: 1406767443, x: [96591, 38021], y: [71065, 93129]
Area: 1421828373, x: [96591, 38021], y: [71065, 93719]
Area: 1481314905, x: [96591, 38021], y: [69997, 93719]
Area: 1504771695, x: [96591, 38021], y: [69997, 94601]
Area: 1558353902, x: [96591, 38021], y: [69050, 94601]
Area: 1555103946, x: [96591, 38021], y: [69050, 94483]
Area: 1632458256, x: [96591, 38021], y: [67680, 94483]
Area: 1636592672, x: [96591, 38021], y: [67680, 94626]
Area: 1706727506, x: [96591, 38021], y: [66441, 94626]
Area: 1741702666, x: [96591, 38021], y: [66441, 95786]
Area: 1792421214, x: [96591, 38021], y: [65563, 95786]
Area: 1779295947, x: [96591, 38021], y: [65563, 95363]
Area: 1860436292, x: [96591, 38021], y: [64148, 95363]
Area: 1886067052, x: [96591, 38021], y: [64148, 96153]
Area: 1945827776, x: [96591, 38021], y: [63120, 96153]
Area: 1965877504, x: [96591, 38021], y: [63120, 96752]
Area: 2030482704, x: [96591, 38021], y: [62020, 96752]
Area: 2015513028, x: [96591, 38021], y: [62020, 96319]
Area: 2094508173, x: [96591, 38021], y: [60665, 96319]
Area: 2108340068, x: [96591, 38021], y: [60665, 96704]
Area: 2175885352, x: [96591, 38021], y: [59514, 96704]
Area: 2185154852, x: [96591, 38021], y: [59514, 96954]
Area: 2254755906, x: [96591, 38021], y: [58333, 96954]
Area: 2283947523, x: [96591, 38021], y: [58333, 97717]
Area: 2350032102, x: [96591, 38021], y: [57226, 97717]
Area: 2338301034, x: [96591, 38021], y: [57226, 97419]
Area: 2413678365, x: [96591, 38021], y: [55957, 97419]
Area: 2424406005, x: [96591, 38021], y: [55957, 97683]
Area: 2495464638, x: [96591, 38021], y: [54766, 97683]
Area: 2483293272, x: [96591, 38021], y: [54766, 97392]
Area: 2556855180, x: [96591, 38021], y: [53527, 97392]
Area: 2561764590, x: [96591, 38021], y: [53527, 97506]
Area: 2633088304, x: [96591, 38021], y: [52328, 97506]
Area: 2643888720, x: [96591, 38021], y: [52328, 97750]
Area: 2715564720, x: [96591, 38021], y: [51128, 97750]
Area: 2721656896, x: [96591, 38021], y: [51128, 97884]
Area: 2794092336, x: [96591, 38021], y: [49918, 97884]
Area: 2870826790, x: [96591, 38021], y: [48689, 97950]
Area: 2942922580, x: [96591, 38021], y: [47486, 97950]
Area: 2927012236, x: [96591, 38021], y: [47486, 97626]
Area: 2998241406, x: [96591, 38021], y: [46291, 97626]
Area: 3012023880, x: [96591, 38021], y: [46291, 97900]
Area: 3086574480, x: [96591, 38021], y: [45046, 97900]
Area: 3090749706, x: [96591, 38021], y: [45046, 97981]
Area: 3165101346, x: [96591, 38021], y: [43806, 97981]
Area: 3149898978, x: [96591, 38021], y: [43806, 97693]
Area: 3221267886, x: [96591, 38021], y: [42610, 97693]
Area: 3209499810, x: [96591, 38021], y: [42610, 97475]
Area: 3281024175, x: [96591, 38021], y: [41407, 97475]
Area: 3251941680, x: [96591, 38021], y: [41407, 96948]
Area: 3319060672, x: [96591, 38021], y: [40268, 96948]
Area: 3284872004, x: [96591, 38021], y: [40268, 96341]
Area: 3349375030, x: [96591, 38021], y: [39162, 96341]
Area: 3329044810, x: [96591, 38021], y: [39162, 95987]
Area: 3395880761, x: [96591, 38021], y: [38009, 95987]
Area: 3408124608, x: [96591, 38021], y: [38009, 96196]
Area: 3484509696, x: [96591, 38021], y: [36696, 96196]
Area: 3466001832, x: [96591, 38021], y: [36696, 95887]
Area: 3534284892, x: [96591, 38021], y: [35516, 95887]
Area: 3477545288, x: [96591, 38021], y: [35516, 94958]
Area: 3532718210, x: [96591, 38021], y: [34547, 94958]
Area: 3545313345, x: [96591, 38021], y: [34547, 95161]
Area: 3623082246, x: [96591, 38021], y: [33186, 95161]
Area: 3579522324, x: [96591, 38021], y: [33186, 94474]
Area: 3638234484, x: [96591, 38021], y: [32146, 94474]
Area: 3587451036, x: [96591, 38021], y: [32146, 93686]
Area: 3642115048, x: [96591, 38021], y: [31164, 93686]
Area: 3635899388, x: [96591, 38021], y: [31164, 93591]
Area: 3707252552, x: [96591, 38021], y: [29880, 93591]
Area: 3692175640, x: [96591, 38021], y: [29880, 93365]
Area: 3761024820, x: [96591, 38021], y: [28636, 93365]
Area: 3727250688, x: [96591, 38021], y: [28636, 92868]
Area: 3788790144, x: [96591, 38021], y: [27514, 92868]
Area: 3728554128, x: [96591, 38021], y: [27514, 91996]
Area: 3778158072, x: [96591, 38021], y: [26595, 91996]
Area: 3725800316, x: [96591, 38021], y: [26595, 91248]
Area: 3777537932, x: [96591, 38021], y: [25623, 91248]
Area: 3717711065, x: [96591, 38021], y: [25623, 90405]
Area: 3765067105, x: [96591, 38021], y: [24719, 90405]
Area: 3733442985, x: [96591, 38021], y: [24719, 89965]
Area: 3793543350, x: [96591, 38021], y: [23562, 89965]
Area: 3738843880, x: [96591, 38021], y: [23562, 89216]
Area: 3787838452, x: [96591, 38021], y: [22605, 89216]
Area: 3756615938, x: [96591, 38021], y: [22605, 88794]
Area: 3817290868, x: [96591, 38021], y: [21410, 88794]
Area: 3746619788, x: [96591, 38021], y: [21410, 87854]
Area: 3787234498, x: [96591, 38021], y: [20595, 87854]
Area: 3732592655, x: [96591, 38021], y: [20595, 87135]
Area: 3780774470, x: [96591, 38021], y: [19614, 87135]
Area: 3696791472, x: [96591, 38021], y: [19614, 86044]
Area: 3728727432, x: [96591, 38021], y: [18949, 86044]
Area: 3686256711, x: [96591, 38021], y: [18949, 85497]
Area: 3739905721, x: [96591, 38021], y: [17819, 85497]
